Ia,Ib,Ic,Voltage,Torque,Speed,Condition
457.5851382,-212.3830152,-245.2021231,0.433442054,132.2118228,155.6569577,RF
443.8179377,-200.4244408,-243.3934969,0.396476239,117.856452,155.640935,RF
429.6279784,-192.1439086,-237.4840698,0.36114844,110.645261,155.624914,RF
416.4308736,-188.0704011,-228.3604725,0.32970279,110.7303881,155.6088947,RF
405.4867865,-188.2829743,-217.2038121,0.304114471,117.5165304,155.5928771,RF
397.7737758,-192.4118761,-205.3618998,0.285935001,129.7393905,155.576861,RF
393.8919467,-199.6863064,-194.2056403,0.276173884,145.6122092,155.5608464,RF
394.008213,-209.0234786,-184.9847344,0.275227311,163.0244326,155.5448333,RF
397.8471542,-219.1493191,-178.6978351,0.282860027,179.7712323,155.5288217,RF
404.7285614,-228.7378737,-175.9906877,0.298241315,193.7895365,155.5128116,RF
413.6473485,-236.5545897,-177.0927588,0.320030832,203.3757629,155.4968031,RF
423.3870612,-241.588327,-181.7987342,0.346505297,207.3625737,155.4807961,RF
432.6547256,-243.1582334,-189.4964922,0.375713261,205.2364874,155.4647908,RF
440.2226022,-240.9843582,-199.2382439,0.405642727,197.1845536,155.4487872,RF
445.0617642,-235.2147772,-209.846987,0.434385537,184.0658694,155.4327853,RF
446.45338,-226.4066454,-220.0467346,0.460283183,167.3116633,155.4167852,RF
444.0660154,-215.4634822,-228.6025331,0.482040993,148.7651655,155.4007869,RF
437.9909369,-203.5356118,-234.4553251,0.498801249,130.4787346,155.3847904,RF
428.7318852,-191.8945461,-236.8373392,0.510170185,114.4900734,155.3687957,RF
417.1506297,-181.7948008,-235.355829,0.516198752,102.6014007,155.3528028,RF
404.3742878,-174.3378976,-230.0363902,0.517321729,96.18494804,155.3368117,RF
391.6744165,-170.3530059,-221.3214107,0.514263963,96.03520698,155.3208222,RF
380.3308267,-170.306851,-210.0239757,0.507925615,102.283275,155.3048343,RF
371.4946315,-174.2523661,-197.2422655,0.499260098,114.3820017,155.288848,RF
366.0650665,-181.8214243,-184.2436422,0.489158653,131.1631199,155.2728632,RF
364.5931056,-192.2623107,-172.3307949,0.478354294,150.959956,155.2568799,RF
367.222018,-204.517856,-162.704162,0.467355245,171.7824561,155.240898,RF
373.6710732,-217.3358744,-156.3351989,0.456414357,191.5258317,155.2249177,RF
383.2640247,-229.4001638,-153.8638609,0.445536685,208.1907119,155.2089388,RF
394.9992687,-239.4681927,-155.531076,0.434522942,220.0915959,155.1929614,RF
407.6541927,-246.5009354,-161.1532573,0.423042381,226.0317662,155.1769855,RF
419.9126399,-249.7711914,-170.1414485,0.410725266,225.4264587,155.1610113,RF
430.5020191,-248.9390314,-181.5629878,0.397262834,218.3616183,155.1450388,RF
438.3256114,-244.0865103,-194.2391011,0.382501747,205.5823902,155.129068,RF
442.5761743,-235.7081005,-206.8680738,0.366520643,188.4128992,155.113099,RF
442.8189579,-224.6579685,-218.1609894,0.349678341,168.6160557,155.0971318,RF
439.0355004,-212.0597562,-226.9757442,0.332626446,148.208367,155.0811664,RF
431.6237236,-199.188451,-232.4352726,0.316283111,129.2493531,155.0652029,RF
421.3544602,-187.3368348,-234.0176254,0.301769114,113.6277183,155.0492411,RF
409.2891212,-177.6805771,-231.608544,0.290311765,102.8666349,155.0332811,RF
396.6672804,-171.1561322,-225.5111482,0.283125975,97.96836668,155.0173228,RF
384.7760831,-168.3642034,-216.4118797,0.281284624,99.31421487,155.0013662,RF
374.8152477,-169.5088038,-205.3064438,0.285591979,106.6298898,154.9854112,RF
367.7718439,-174.3781649,-193.393679,0.296474,119.0194978,154.9694577,RF
364.3179432,-182.3693239,-181.9486193,0.313898021,135.0641418,154.9535057,RF
364.7417865,-192.5536289,-172.1881576,0.337331594,152.9744004,154.9375553,RF
368.9195478,-203.7761123,-165.1434354,0.365746474,170.7803914,154.9216063,RF
376.3304823,-214.7781589,-161.5523233,0.397669278,186.5393083,154.9056587,RF
386.1136809,-224.3304952,-161.7831857,0.431275649,198.5386266,154.8897127,RF
397.1602927,-231.3624977,-165.797795,0.464520314,205.4737863,154.8737683,RF
408.2313824,-235.0742668,-173.1571156,0.495291714,206.5819682,154.8578255,RF
418.0889442,-235.0197802,-183.069164,0.521577299,201.7183014,154.8418843,RF
425.626267,-231.1525265,-194.4737405,0.541624314,191.366946,154.8259448,RF
429.9839758,-223.8289916,-206.1549842,0.554081215,176.5863513,154.8100071,RF
430.639637,-213.7698116,-216.8698254,0.558106605,158.8948655,154.7940712,RF
427.4616409,-201.9828453,-225.4787956,0.553435639,140.1090531,154.778137,RF
420.7218589,-189.6563913,-231.0654677,0.540397898,122.1519241,154.7622047,RF
411.0659174,-178.0338671,-233.0320504,0.519885382,106.851294,154.7462742,RF
399.4443757,-168.2831612,-231.1612145,0.493273987,95.74938172,154.7303455,RF
387.0121759,-161.3743701,-225.6378058,0.462306235,89.94343061,154.7144184,RF
375.0070241,-157.9786953,-217.0283288,0.428946561,89.97376901,154.698493,RF
364.6195214,-158.3990073,-206.2205141,0.395222896,95.77066738,154.6825693,RF
356.8686753,-162.5392252,-194.3294502,0.363069305,106.6651474,154.6666471,RF
352.4958028,-169.9155693,-182.5802335,0.334183972,121.4622013,154.6507264,RF
351.8878586,-179.7083535,-172.179505,0.309914988,138.5683904,154.6348073,RF
355.0381024,-190.8487459,-164.1893565,0.291183316,156.1601837,154.6188896,RF
361.5480817,-202.1312944,-159.4167874,0.278448394,172.3752438,154.6029734,RF
370.6705728,-212.3403557,-158.3302171,0.271717433,185.5065949,154.5870587,RF
381.3888406,-220.3771559,-161.0116847,0.270595099,194.1794371,154.5711455,RF
392.5238032,-225.3741981,-167.1496051,0.274366299,197.492303,154.5552339,RF
402.1464175,-226.8068223,-175.3395951,0.281414324,195.4776464,154.5405008,RF
402.1464175,-226.8068223,-175.3395951,0.281414324,195.4776464,154.5405008,RF
402.1464175,-226.8068223,-175.3395951,0.281414324,195.4776464,154.5405008,RF
410.7285131,-224.738531,-185.9899821,0.291896604,188.0361765,154.5245924,RF
415.3939594,-220.8166932,-194.5772663,0.301184916,179.2556255,154.5125982,RF
418.7119941,-212.2629975,-206.4489966,0.315454271,163.3779792,154.4956945,RF
417.8578699,-201.1199002,-216.7379697,0.330249228,145.1109394,154.4787927,RF
