Ia,Ib,Ic,Voltage,Torque,Speed,Condition
377.2348514,-29.99636424,-347.2384872,0.48509948,0.865410579,155.3436219,HG
377.343843,-63.16367866,-314.1801644,0.497089734,96.95105232,155.3271051,HG
383.177462,-102.4848597,-280.6926023,0.509992439,209.380131,155.310589,HG
396.8744005,-148.056912,-248.8174885,0.525649403,337.9302479,155.2940736,HG
420.2147917,-199.0467768,-221.1680149,0.545757625,479.7937206,155.2775587,HG
454.313853,-253.6692611,-200.6445919,0.571566431,629.5931443,155.2610442,HG
499.3814297,-309.2841929,-190.0972367,0.603631414,779.7226753,155.24453,HG
554.5777651,-362.6042099,-191.9735551,0.641655753,920.9816502,155.2280162,HG
617.9849818,-409.9916947,-207.9932871,0.684438975,1043.433148,155.2115029,HG
686.7006656,-447.8128919,-238.8877737,0.729940532,1137.393771,155.1949903,HG
757.0460845,-472.8103718,-284.2357126,0.775451956,1194.445228,155.1784788,HG
824.8685175,-482.4525104,-342.4160071,0.817858598,1208.354945,155.1619688,HG
885.9063907,-475.220819,-410.6855717,0.853961345,1175.80229,155.1454605,HG
936.1786261,-450.8025287,-485.3760974,0.88082152,1096.827945,155.1289546,HG
972.3566263,-410.1660648,-562.1905615,0.896089262,974.9540954,155.1124513,HG
992.0789637,-355.5097915,-636.5691722,0.89827726,816.9590171,155.0959511,HG
994.1749316,-290.088226,-704.0867056,0.886947715,632.3273516,155.0794542,HG
978.7729463,-217.9332708,-760.8396755,0.862790038,432.4325283,155.062961,HG
947.282269,-143.4994094,-803.7828596,0.827579043,229.5366796,155.0464713,HG
902.2502286,-71.26998281,-830.9802457,0.784016808,35.71270505,155.0299853,HG
847.1105586,-5.365729026,-841.7448296,0.735474459,-138.1991259,155.0135027,HG
846.4761361,-4.706877682,-841.7692584,0.735167787,-139.9371211,155.0133251,HG
846.4761361,-4.706877682,-841.7692584,0.735167787,-139.9371211,155.0133251,HG
838.670307,3.275936603,-841.9462436,0.728441166,-160.8349464,155.011156,HG
830.7684715,11.08141029,-841.8498817,0.721874257,-181.2141369,155.008987,HG
790.1474275,47.27272695,-837.4201544,0.689143008,-274.7733907,154.9981426,HG
725.9663453,92.75120789,-818.7175532,0.64085303,-389.4496492,154.9814118,HG
663.6323615,124.4060074,-788.0383689,0.598244179,-465.7823716,154.9646836,HG
606.7283744,142.0822685,-748.8106428,0.56406661,-504.11815,154.9479578,HG
557.9568488,146.8097326,-704.7665814,0.540040578,-507.9245406,154.931234,HG
518.9439518,140.6011893,-659.5451411,0.526722731,-483.1787879,154.9145119,HG
494.8080651,129.3638878,-624.171953,0.523594649,-447.3121932,154.9009327,HG
494.8080651,129.3638878,-624.171953,0.523594649,-447.3121932,154.9009327,HG
493.9410691,128.7909313,-622.7320004,0.523141644,-445.5659798,154.9003617,HG
493.085595,128.2113451,-621.2969401,0.523148865,-443.8035481,154.8997908,HG
488.9793582,125.2189912,-614.1983493,0.523335011,-434.7601538,154.8969359,HG
472.5014343,108.4399869,-580.9414213,0.527632541,-385.0782112,154.8826622,HG
462.0869136,89.83569233,-551.9226059,0.536373896,-331.5078384,154.8683894,HG
455.7151782,67.275929,-522.9911072,0.55021074,-267.6565885,154.8511117,HG
453.7054661,46.72862821,-500.4340943,0.564200042,-210.235988,154.8338353,HG
453.4197929,29.51070882,-482.9305017,0.574999204,-162.3792908,154.8165604,HG
452.6142545,15.87546847,-468.4897229,0.579853125,-124.3592784,154.7992869,HG
449.7703049,5.056277201,-454.8265821,0.57698242,-93.78123933,154.782015,HG
444.3121092,-4.547573079,-439.7645362,0.565812517,-66.14282791,154.7647448,HG
436.6867379,-15.06990078,-421.6168371,0.54705376,-35.68038684,154.7474763,HG
428.2959112,-28.80200386,-399.4939073,0.522620928,3.613036854,154.7302093,HG
421.2893963,-47.79261647,-373.4967799,0.495402917,56.93391062,154.7129438,HG
418.2473938,-73.47654263,-344.7708512,0.468911012,127.7181749,154.6956796,HG
421.7933822,-106.3813136,-315.4120686,0.446848803,216.9206043,154.6784166,HG
434.1877858,-145.9512969,-288.2364889,0.43265605,322.6197659,154.6611545,HG
456.9553973,-190.5138482,-266.4415491,0.429081757,440.0034338,154.6438932,HG
490.595433,-237.3941971,-253.2012359,0.437837811,561.7413019,154.6266327,HG
534.4129475,-283.1670326,-251.2459148,0.459374527,678.7031295,154.609373,HG
586.4953519,-324.0155163,-262.4798356,0.492804425,780.9370726,154.5921141,HG
643.8398484,-356.1548399,-287.6850085,0.53598247,858.7902214,154.5748562,HG
702.6189152,-376.2691254,-326.3497898,0.585732102,904.0352617,154.5575997,HG
758.5538746,-381.908452,-376.6454225,0.638188874,910.8658425,154.5403448,HG
758.5973496,-381.9070678,-376.6902818,0.638253274,910.8547029,154.5403307,HG
758.5973496,-381.9070678,-376.6902818,0.638253274,910.8547029,154.5403307,HG
758.5973496,-381.9070678,-376.6902818,0.638253274,910.8547029,154.5403307,HG
764.3221528,-381.5964561,-382.7256966,0.64377831,909.1373018,154.5384577,HG
768.4574108,-381.2500147,-387.2073961,0.647934527,907.5693401,154.5370863,HG
788.3351154,-377.9935537,-410.3415617,0.668462167,895.7938296,154.5302292,HG
831.2654879,-358.4920462,-472.7734417,0.717062023,837.3864677,154.5129119,HG
861.2107093,-323.9104315,-537.3002777,0.75812171,740.7778267,154.4955974,HG
